policy,seed,batch_label,driver_id,route_idx,successful_riders,attempted_riders,realized_revenue,actual_profit,selected_score,mean_wait_min,mean_walk_min,mean_observability,open_requests_before,attempted_rider_ids,successful_rider_ids,domain,scenario_name,time_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min
feasible_count_baseline,43,2015-04-24T09:54:00,26,0,3,3,19.0,13.013072439633639,16.0,2.111111111111111,1.5798542980879846,0.726040167866642,104,51717;79099;6513,51717;79099;6513,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-26T07:59:00,19,0,0,0,0.0,-6.009034138218152,5.0,0.0,0.0,0.0,39,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-27T09:18:00,37,1,1,1,4.5,-1.1794338051623656,4.0,1.7666666666666666,4.8079322620755836,0.6368261851637654,103,84984,84984,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-28T07:38:00,33,1,2,2,20.0,8.688717735220647,3.0,2.533333333333333,4.0360132190625695,0.6146314699718134,95,66498;33959,66498;33959,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-28T07:38:00,35,0,1,3,8.5,-1.717110741049126,12.0,3.2,4.949162659391408,0.47330379438183595,92,83858;30257;75594,83858,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-28T08:33:00,54,0,0,0,0.0,-6.271523730224814,0.0,0.0,0.0,0.0,102,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-28T09:01:00,14,0,1,2,12.5,5.7833472106577855,8.0,2.283333333333333,5.024128338617212,0.630215560850377,100,7421;24587,7421,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-29T08:33:00,29,0,2,2,20.0,11.089050791007493,8.0,2.5833333333333335,4.585660165899887,0.5159126588080993,102,47807;14297,47807;14297,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-29T09:50:00,36,0,2,2,21.0,15.152872606161532,15.0,1.125,2.359997273560329,0.5385448213811153,94,2142;2150,2142;2150,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-30T08:51:00,16,0,0,0,0.0,-7.132389675270608,0.0,0.0,0.0,0.0,104,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-30T09:15:00,32,0,3,3,26.0,18.003955037468774,9.0,2.0722222222222224,3.2533865946325107,0.6620394249140377,112,69532;45986;55845,69532;45986;55845,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
walk_aware_rendezvous,42,2015-04-01T08:25:00,55,0,2,3,8.0,2.091090757701914,15.247492816573203,3.7583333333333333,2.562398627419141,0.5359343186259832,112,81193;84405;29738,84405;29738,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
walk_aware_rendezvous,42,2015-04-01T09:27:00,24,0,1,3,8.75,1.8660699417152369,10.70378658450167,1.8166666666666667,3.608188904809046,0.5257088218620202,98,1329;88799;25085,88799,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
walk_aware_rendezvous,42,2015-04-02T08:53:00,40,0,1,2,4.5,-7.445045795170692,-5.828968964753273,1.1,3.383923169582581,0.3453872670071283,119,60893;50941,60893,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
walk_aware_rendezvous,42,2015-04-03T07:22:00,34,0,1,1,9.5,-2.04571190674438,-3.0653190162688624,3.95,2.0392142190489646,0.6559160760344773,51,61967,61967,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
walk_aware_rendezvous,42,2015-04-03T07:42:00,11,1,2,2,8.5,-5.241590341382185,-7.870947970702411,1.35,2.629357629320226,0.5863465147053155,55,34038;51937,34038;51937,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
walk_aware_rendezvous,42,2015-04-03T07:42:00,53,1,1,2,6.25,-5.548459616985847,-4.641649152833553,4.55,3.8431895358477055,0.3484978973318045,62,82166;44396,82166,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
walk_aware_rendezvous,42,2015-04-03T08:00:00,42,0,1,1,4.25,-7.130474604496257,-9.620696536539683,4.366666666666666,4.980443864086849,0.5804176177819009,67,17097,17097,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
walk_aware_rendezvous,42,2015-04-03T09:23:00,6,1,1,3,7.5,1.1550791007493748,4.689857416923643,0.4666666666666667,2.3101477892171536,0.3494113207561626,91,51535;60276;83551,51535,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
